Dataset,Record ID
DoDTATRCRetBLMoGene2E_0316,17415988
DoDTATRCRetBLMoGene2E_0316,17415989
DoDTATRCRetBLMoGene2E_0316,17415991
DoDTATRCRetBLMoGene2E_0316,17415992
DoDTATRCRetBLMoGene2E_0316,17415993
DoDTATRCRetBLMoGene2E_0316,17415995
DoDTATRCRetBLMoGene2E_0316,17415997
DoDTATRCRetBLMoGene2E_0316,17415998
DoDTATRCRetBLMoGene2E_0316,17415999
DoDTATRCRetBLMoGene2E_0316,17416001
DoDTATRCRetBLMoGene2E_0316,17416002
DoDTATRCRetBLMoGene2E_0316,17416003
DoDTATRCRetBLMoGene2E_0316,17416004
RTHC_0211_R,1415876_a_at
VCU_BXD_PFC_CIE_Et_0416,1422562_at
VCU_BXD_PFC_CIE_EtZ_0416,1422562_at
VCU_BXD_Nac_CIE_Air_0416,1422562_at
MA_M2_0806_P,1421509_at
MA_M2_0806_R,1421509_at
RTC_1106_R,1415876_a_at
Eye_M2_0908_R_NB,1421509_at
GenEx_BXD_liverSal_RMA_0211,1421509_at
GenEx_BXD_liverSal_RMA_M_0211,1421509_at
GSE16780_UCLA_ML0911,1421509_at_A
VCU_BXD_Nac_CIE_AirZ_0416,1422562_at
VCU_BXD_Nac_CIE_Et_0416,1422562_at
VCU_PF_AvE_0111_Ss,1422562_at
CB_M_0305_P,1421509_at_A
CB_M_0305_R,1421509_at_A
VCUSal_1007_R,1422562_at
VCUEtOH_1007_R,1422562_at
Eye_M2_0908_R,1421509_at
VCUSalo_1007_R,1422562_at
IoP_SPL_RMA_0509,1421509_at
VCUSal_0609_R,1415876_a_at
VCUEtOH_0609_R,1415876_a_at
GCB_M2_0505_R,1421509_at
GCB_M2_0505_P,1421509_at
HC_M2_0606_R,1421509_at
HC_M2_0606_M,1421509_at
GenEx_BXD_liverEt_RMA_0211,1421509_at
CB_M_1004_M,1421509_at_A
CB_M_1004_P,1421509_at_A
GenEx_BXD_CerebEt_RMA_0213,1421509_at
GenEx_BXD_CerebEt_RMA_F_0213,1421509_at
GenEx_BXD_CerebEt_RMA_M_0213,1421509_at
IBR_M_0106_P,1421509_at_A
CB_M_1003_M,1421509_at_A
gn10,1421509_at
GenEx_BXD_liverEt_RMA_M_0211,1421509_at
GenEx_BXD_liverEt_RMA_F_0211,1421509_at
GenEx_BXD_liverSal_RMA_F_0211,1421509_at
DOD-BXD-PFC-CTL-RNA-Seq-ComB-1019,ENSMUSG00000031880
DOD-BXD-PFC-DFP-RNA-Seq-ComB-1019,ENSMUSG00000031880
Eye_M2_0908_WTWT,1421509_at
UCLA_BXD_Liv_Jan16,1421509_at
UCLA_BXD_Aor_Jan16,1421509_at
VCU_NAc_AvE_0113_Ss,1422562_at
VCU_NAc_Et_0113_R,1422562_at
Eye_M2_0908_R_ND,1421509_at
CB_M_1004_R,1421509_at_A
CB_M_0305_M,1421509_at_A
Eye_M2_0908_R_MT,1421509_at
Eye_M2_0908_R_WT,1421509_at
VCUEtOH_1206_R,1422562_at
VCUSal_1006_R,1422562_at
GenEx_BXD_liverEt_M5_0912,1421509_at
GenEx_BXD_liverEt_M5M_0912,1421509_at
GenEx_BXD_liverEt_M5F_0912,1421509_at
VCU_BXD_PFC_CIE_Air_0416,1422562_at
VCU_BXD_PFC_CIE_AirZ_0416,1422562_at
VCUEtvsSal_0609_R,1415876_a_at
VCU_BXD_Nac_CIE_EtZ_0416,1422562_at
HC_M2_0606_P,1421509_at
IBR_M_0606_R,1421509_at_A
SA_M2_0405_MC,1421509_at
VCUSal_1206_R,1422562_at
BR_M2_1106_R,1421509_at
CB_M_0204_P,1421509_at_A
MA_M2_0706_R,1421509_at
MA_M2_0706_P,1421509_at
SA_M2_0405_RC,1421509_at
GCB_M2_0505_M,1421509_at
BXD_GLA_0911,1421509_at
MA_M2F_0706_R,1421509_at
MA_M2M_0706_R,1421509_at
GenEx_BXD_CerebSal_RMA_M_0213,1421509_at
HZI_0408_R,1421509_at
HZI_0408_M,1421509_at
VCU_NAc_Air_0113_R,1422562_at
DOD-BXD-PFC-CD-RNA-Seq-ComB-1019,ENSMUSG00000031880
SA_M2_0405_RR,1421509_at
SA_M2_0405_PC,1421509_at
VCU_PF_Et_0111_R,1422562_at
VCU_PF_Air_0111_R,1422562_at
IBR_M_0106_R,1421509_at_A
GenEx_BXD_CerebSal_RMA_0213,1421509_at
GenEx_BXD_CerebSal_RMA_F_0213,1421509_at
HC_M2_1205_P,1421509_at
CMMTUBCBXDG15CerILM0513,ILMN_1219106
CMMTUBCBXDG18CerILM0513,ILMN_1219106
UTHSCWGU88BFFG1013,17415979
UTK_BXDSpl_VST_0110,ILM4280129
G2HEIONCRetILM6_0911,ILMN_1219106
DevNeocortex_ILM6.2P3RInv_1111,ILMN_1219106
DevNeocortex_ILM6.2P14RInv_1111,ILMN_1219106
HQFNeoc_0208_RankInv,ILM4280129
UTHSC_Str_RankInv_1210,ILM4280129
UCLA_BXD_CARTILAGE,ILM4280129
CMMTUBCBXDCerILM0513,ILMN_1219106
EPFL-LISPBXDHeHFDEx0114,17415980
EPFL-LISPBXDHeHFDEx0114,17415981
EPFL-LISPBXDHeHFDEx0114,17415982
EPFL-LISPBXDHeHFDEx0114,17415983
EPFL-LISPBXDHeHFDEx0114,17415985
EPFL-LISPBXDHeHFDEx0114,17415986
EPFL-LISPBXDHeHFDEx0114,17415987
EPFL-LISPBXDHeHFDEx0114,17415988
EPFL-LISPBXDHeHFDEx0114,17415989
EPFL-LISPBXDHeHFDEx0114,17415991
EPFL-LISPBXDHeHFDEx0114,17415992
EPFL-LISPBXDHeHFDEx0114,17415993
EPFL-LISPBXDHeHFDEx0114,17415995
EPFL-LISPBXDHeHFDEx0114,17415997
EPFL-LISPBXDHeHFDEx0114,17415998
EPFL-LISPBXDHeHFDEx0114,17415999
EPFL-LISPBXDHeHFDEx0114,17416001
EPFL-LISPBXDHeHFDEx0114,17416002
EPFL-LISPBXDHeHFDEx0114,17416003
EPFL-LISPBXDHeHFDEx0114,17416004
HQFNeoc_1210v2_RankInv,ILM4280129
UTHSC_Striatum_RankInv_1210,ILM4280129
EPFL-LISPBXDHeCDEx0114,17415980
EPFL-LISPBXDHeCDEx0114,17415981
EPFL-LISPBXDHeCDEx0114,17415982
EPFL-LISPBXDHeCDEx0114,17415983
EPFL-LISPBXDHeCDEx0114,17415985
EPFL-LISPBXDHeCDEx0114,17415986
EPFL-LISPBXDHeCDEx0114,17415987
EPFL-LISPBXDHeCDEx0114,17415988
EPFL-LISPBXDHeCDEx0114,17415989
EPFL-LISPBXDHeCDEx0114,17415991
EPFL-LISPBXDHeCDEx0114,17415992
EPFL-LISPBXDHeCDEx0114,17415993
EPFL-LISPBXDHeCDEx0114,17415995
EPFL-LISPBXDHeCDEx0114,17415997
EPFL-LISPBXDHeCDEx0114,17415998
EPFL-LISPBXDHeCDEx0114,17415999
EPFL-LISPBXDHeCDEx0114,17416001
EPFL-LISPBXDHeCDEx0114,17416002
EPFL-LISPBXDHeCDEx0114,17416003
EPFL-LISPBXDHeCDEx0114,17416004
EPFL-LISPBXDHeHFD0114,17415979
UTHSCWGU88BFMEx1013,17415980
UTHSCWGU88BFMEx1013,17415981
UTHSCWGU88BFMEx1013,17415982
UTHSCWGU88BFMEx1013,17415983
UTHSCWGU88BFMEx1013,17415985
UTHSCWGU88BFMEx1013,17415986
UTHSCWGU88BFMEx1013,17415987
UTHSCWGU88BFMEx1013,17415988
UTHSCWGU88BFMEx1013,17415989
UTHSCWGU88BFMEx1013,17415991
UTHSCWGU88BFMEx1013,17415992
UTHSCWGU88BFMEx1013,17415993
UTHSCWGU88BFMEx1013,17415995
UTHSCWGU88BFMEx1013,17415997
UTHSCWGU88BFMEx1013,17415998
UTHSCWGU88BFMEx1013,17415999
UTHSCWGU88BFMEx1013,17416001
UTHSCWGU88BFMEx1013,17416002
UTHSCWGU88BFMEx1013,17416003
UTHSCWGU88BFMEx1013,17416004
UTHSC_ILM_BXD_hipp_RSEb_0217,ILM4280129
CMMTUBCBXDP09CerILM0513,ILMN_1219106
CMMTUBCBXDG12CerILM0513,ILMN_1219106
Illum_Retina_BXD_RankInv0410,ILMN_1219106
UTHSC_ILM_BXD_hipp_NOEb_0216,ILM4280129
UTHSC_ILM_BXD_hipp_RSEb_0216,ILM4280129
UCLA_BXDBXH_CARTILAGE,ILM4280129
UT_ILM_BXD_hipp_5T_1112,ILM4280129
UT_ILM_BXD_hipp_NON_1112,ILM4280129
UTHSC_ILM_BXD_hipp_NOSb_0217,ILM4280129
Striatum_Exon_1212,6915847
DBA2J-ONH-1212,1422562_at
DevNeocortex_ILM6.2P14RInv_1110,ILMN_1219106
UTHSC_ILM_BXD_hipp_NOEb_0217,ILM4280129
UTHSC_ILM_BXD_hipp_RSSb_0217,ILM4280129
UTHSC_1107_RankInv,ILM4280129
UCLA_BXDBXH_CARTILAGE_V2,ILM4280129
CMMTUBCBXDP00CerILM0513,ILMN_1219106
CMMTUBCBXDP03CerILM0513,ILMN_1219106
CMMTUBCBXDP06CerILM0513,ILMN_1219106
UTHSC_ILM_BXD_hipp_RSSb_0216,ILM4280129
UTHSCWGU88BFFEx1013,17415980
UTHSCWGU88BFFEx1013,17415981
UTHSCWGU88BFFEx1013,17415982
UTHSCWGU88BFFEx1013,17415983
UTHSCWGU88BFFEx1013,17415985
UTHSCWGU88BFFEx1013,17415986
UTHSCWGU88BFFEx1013,17415987
UTHSCWGU88BFFEx1013,17415988
UTHSCWGU88BFFEx1013,17415989
UTHSCWGU88BFFEx1013,17415991
UTHSCWGU88BFFEx1013,17415992
UTHSCWGU88BFFEx1013,17415993
UTHSCWGU88BFFEx1013,17415995
UTHSCWGU88BFFEx1013,17415997
UTHSCWGU88BFFEx1013,17415998
UTHSCWGU88BFFEx1013,17415999
UTHSCWGU88BFFEx1013,17416001
UTHSCWGU88BFFEx1013,17416002
UTHSCWGU88BFFEx1013,17416003
UTHSCWGU88BFFEx1013,17416004
HQFNeoc_1210_RankInv,ILM4280129
UT_ILM_BXD_hipp_NOS_1112,ILM4280129
UT_ILM_BXD_hipp_NOE_1112,ILM4280129
Illum_BXD_Spl_1108,ILM4280129
Illum_BXD_Thy_1108,ILM4280129
ONCRetILM6_0412,ILMN_1219106
B6D2ONCILM_0412,ILM4280129
EPFL-LISPBXDHeCD0114,17415979
DevStriatum_ILM6.2P3RInv_1111,ILMN_1219106
DevStriatum_ILM6.2P14RInv_1111,ILMN_1219106
UT_ILM_BXD_hipp_NON_0909,ILM4280129
UT_ILM_BXD_hipp_NOS_0909,ILM4280129
UT_ILM_BXD_hipp_RSS_0909,ILM4280129
G2NEI_ILM_Retina_BXD_RI0410,ILMN_1219106
UTHSCWGU88BFMG1013,17415979
UT_ILM_BXD_hipp_RSS_1112,ILM4280129
UT_ILM_BXD_hipp_RSE_1112,ILM4280129
Illum_BXD_PBL_1108,ILM4280129
HEIONCvsCRetILM6_0911,ILMN_1219106
UT_ILM_BXD_hipp_RSE_0909,ILM4280129
UT_ILM_BXD_hipp_NOE_0909,ILM4280129
DevNeocortex_ILM6.2P3RInv_1110,ILMN_1219106
VCU_BXD_PFC_CIE_Et_0416,1421509_at
VCU_BXD_PFC_CIE_EtZ_0416,1421509_at
VCU_BXD_Nac_CIE_Air_0416,1421509_at
MA_M2_0806_P,1423529_at
MA_M2_0806_R,1423529_at
Eye_M2_0908_R_NB,1423529_at
GenEx_BXD_liverSal_RMA_0211,1423529_at
GenEx_BXD_liverSal_RMA_M_0211,1423529_at
GSE16780_UCLA_ML0911,1423529_at_A
VCU_BXD_Nac_CIE_AirZ_0416,1421509_at
VCU_BXD_Nac_CIE_Et_0416,1421509_at
VCU_PF_AvE_0111_Ss,1421509_at
VCU_PF_Et_0111_R,1421509_at
CB_M_0305_P,1423529_at_A
CB_M_0305_R,1423529_at_A
VCUSal_1007_R,1421509_at
VCUEtOH_1007_R,1421509_at
Eye_M2_0908_R,1423529_at
VCUSalo_1007_R,1421509_at
IoP_SPL_RMA_0509,1423529_at
VCUSal_0609_R,1422562_at
GCB_M2_0505_R,1423529_at
GCB_M2_0505_P,1423529_at
UTHSC-Neut_EL-1014,17415980
UTHSC-Neut_EL-1014,17415981
UTHSC-Neut_EL-1014,17415982
UTHSC-Neut_EL-1014,17415983
UTHSC-Neut_EL-1014,17415985
UTHSC-Neut_EL-1014,17415986
UTHSC-Neut_EL-1014,17415987
UTHSC-Neut_EL-1014,17415988
UTHSC-Neut_EL-1014,17415989
UTHSC-Neut_EL-1014,17415991
UTHSC-Neut_EL-1014,17415992
UTHSC-Neut_EL-1014,17415993
UTHSC-Neut_EL-1014,17415995
UTHSC-Neut_EL-1014,17415997
UTHSC-Neut_EL-1014,17415998
UTHSC-Neut_EL-1014,17415999
UTHSC-Neut_EL-1014,17416001
UTHSC-Neut_EL-1014,17416002
UTHSC-Neut_EL-1014,17416003
UTHSC-Neut_EL-1014,17416004
RTHC_0211_R,1422562_at
HC_M2_0606_R,1423529_at
HC_M2_0606_M,1423529_at
GenEx_BXD_liverEt_RMA_0211,1423529_at
UTHSC-Neut-1014,17415979
CB_M_0204_P,1423529_at_A
CB_M_1004_M,1423529_at_A
CB_M_1004_P,1423529_at_A
GenEx_BXD_CerebEt_RMA_0213,1423529_at
GenEx_BXD_CerebEt_RMA_F_0213,1423529_at
GenEx_BXD_CerebEt_RMA_M_0213,1423529_at
IBR_M_0106_P,1423529_at_A
CB_M_1003_M,1423529_at_A
gn10,1423529_at
GenEx_BXD_liverEt_RMA_M_0211,1423529_at
GenEx_BXD_liverEt_RMA_F_0211,1423529_at
GenEx_BXD_liverSal_RMA_F_0211,1423529_at
Eye_M2_0908_WTWT,1423529_at
UCLA_BXD_Liv_Jan16,1423529_at
UCLA_BXD_Aor_Jan16,1423529_at
VCU_NAc_AvE_0113_Ss,1421509_at
VCU_NAc_Et_0113_R,1421509_at
Eye_M2_0908_R_ND,1423529_at
CB_M_1004_R,1423529_at_A
CB_M_0305_M,1423529_at_A
Eye_M2_0908_R_MT,1423529_at
VCUEtOH_1206_R,1421509_at
VCUSal_1006_R,1421509_at
GenEx_BXD_liverEt_M5_0912,1423529_at
GenEx_BXD_liverEt_M5M_0912,1423529_at
GenEx_BXD_liverEt_M5F_0912,1423529_at
VCU_BXD_PFC_CIE_Air_0416,1421509_at
VCU_BXD_PFC_CIE_AirZ_0416,1421509_at
VCUEtOH_0609_R,1422562_at
VCUEtvsSal_0609_R,1422562_at
VCU_BXD_Nac_CIE_EtZ_0416,1421509_at
HC_M2_0606_P,1423529_at
IBR_M_0606_R,1423529_at_A
SA_M2_0405_MC,1423529_at
VCUSal_1206_R,1421509_at
RTC_1106_R,1422562_at
BR_M2_1106_R,1423529_at
HZI_PR8M-F_1014,NM_010704
MA_M2_0706_R,1423529_at
MA_M2_0706_P,1423529_at
SA_M2_0405_RC,1423529_at
GCB_M2_0505_M,1423529_at
BXD_GLA_0911,1423529_at
MA_M2F_0706_R,1423529_at
MA_M2M_0706_R,1423529_at
GenEx_BXD_CerebSal_RMA_M_0213,1423529_at
HZI_0408_R,1423529_at
HZI_0408_M,1423529_at
Eye_M2_0908_R_WT,1423529_at
VCU_NAc_Air_0113_R,1421509_at
SA_M2_0405_RR,1423529_at
SA_M2_0405_PC,1423529_at
VCU_PF_Air_0111_R,1421509_at
IBR_M_0106_R,1423529_at_A
GenEx_BXD_CerebSal_RMA_0213,1423529_at
GenEx_BXD_CerebSal_RMA_F_0213,1423529_at
HC_M2_1205_P,1423529_at
EPFLMouseMuscleHFDRMAEx1112,10506302
EPFLMouseMuscleHFDRMAEx1112,10506303
EPFLMouseMuscleHFDRMAEx1112,10506304
EPFLMouseMuscleHFDRMAEx1112,10506305
EPFLMouseMuscleHFDRMAEx1112,10506306
EPFLMouseMuscleHFDRMAEx1112,10506307
EPFLMouseMuscleHFDRMAEx1112,10506308
EPFLMouseMuscleHFDRMAEx1112,10506309
EPFLMouseMuscleHFDRMAEx1112,10506310
EPFLMouseMuscleHFDRMAEx1112,10506311
EPFLMouseMuscleHFDRMAEx1112,10506312
EPFLMouseMuscleHFDRMAEx1112,10506313
EPFLMouseMuscleHFDRMAEx1112,10506314
EPFLMouseMuscleHFDRMAEx1112,10506315
EPFLMouseMuscleHFDRMAEx1112,10506316
EPFLMouseMuscleHFDRMAEx1112,10506317
EPFLMouseMuscleHFDRMAEx1112,10506318
EPFLMouseMuscleHFDRMAEx1112,10506319
EPFLMouseMuscleHFDRMAEx1112,10506321
EPFLMouseMuscleHFDRMAEx1112,10506322
EPFLMouseMuscleHFDRMAEx1112,10506323
EPFLMouseMuscleHFDRMAEx1112,10506324
EPFLMouseMuscleHFDRMAEx1112,10506325
EPFLMouseMuscleHFDRMAEx1112,10506326
EPFLMouseMuscleHFDRMAEx1112,10506327
EPFLMouseMuscleHFDRMAEx1112,10506328
EPFLMouseMuscleHFDRMAEx1112,10506329
INIA_Amg_BLA_RMA_M_1110,10506301
INIA_Hyp_F_RMA_1110,10506301
INIA_Hyp_M_RMA_1110,10506301
UTHSC_BXD_H_0912,10506302
UTHSC_BXD_H_0912,10506303
UTHSC_BXD_H_0912,10506304
UTHSC_BXD_H_0912,10506305
UTHSC_BXD_H_0912,10506306
UTHSC_BXD_H_0912,10506307
UTHSC_BXD_H_0912,10506308
UTHSC_BXD_H_0912,10506309
UTHSC_BXD_H_0912,10506310
UTHSC_BXD_H_0912,10506311
UTHSC_BXD_H_0912,10506312
UTHSC_BXD_H_0912,10506313
UTHSC_BXD_H_0912,10506314
UTHSC_BXD_H_0912,10506315
UTHSC_BXD_H_0912,10506316
UTHSC_BXD_H_0912,10506317
UTHSC_BXD_H_0912,10506318
UTHSC_BXD_H_0912,10506319
UTHSC_BXD_H_0912,10506321
UTHSC_BXD_H_0912,10506322
UTHSC_BXD_H_0912,10506323
UTHSC_BXD_H_0912,10506324
UTHSC_BXD_H_0912,10506325
UTHSC_BXD_H_0912,10506326
UTHSC_BXD_H_0912,10506327
UTHSC_BXD_H_0912,10506328
UTHSC_BXD_H_0912,10506329
INIA_Hyp_PCA_0813,10506301
EPFLMouseLiverCDHFDRMA0818,10506301
EPFLMouseLiverHFDRMA0818,10506301
UTHSC_SPL_RMA_1210F,10506301
UMCG_0907_Myeloid,ILM4280129
UMCG_0907_HemaStem,ILM4280129
UTHSC_SPLs2_RMA_1210,10506301
UTHSC_SPLs1_RMA_1210,10506301
EPFLMouseMuscleCDRMA1211,10506301
EPFLMouseMuscleHFDRMA1211,10506301
UTHSC_SPL_RMA_1210M,10506301
EPFLMouseMuscleRMA_Ex1112,10506302
EPFLMouseMuscleRMA_Ex1112,10506303
EPFLMouseMuscleRMA_Ex1112,10506304
EPFLMouseMuscleRMA_Ex1112,10506305
EPFLMouseMuscleRMA_Ex1112,10506306
EPFLMouseMuscleRMA_Ex1112,10506307
EPFLMouseMuscleRMA_Ex1112,10506308
EPFLMouseMuscleRMA_Ex1112,10506309
EPFLMouseMuscleRMA_Ex1112,10506310
EPFLMouseMuscleRMA_Ex1112,10506311
EPFLMouseMuscleRMA_Ex1112,10506312
EPFLMouseMuscleRMA_Ex1112,10506313
EPFLMouseMuscleRMA_Ex1112,10506314
EPFLMouseMuscleRMA_Ex1112,10506315
EPFLMouseMuscleRMA_Ex1112,10506316
EPFLMouseMuscleRMA_Ex1112,10506317
EPFLMouseMuscleRMA_Ex1112,10506318
EPFLMouseMuscleRMA_Ex1112,10506319
EPFLMouseMuscleRMA_Ex1112,10506321
EPFLMouseMuscleRMA_Ex1112,10506322
EPFLMouseMuscleRMA_Ex1112,10506323
EPFLMouseMuscleRMA_Ex1112,10506324
EPFLMouseMuscleRMA_Ex1112,10506325
EPFLMouseMuscleRMA_Ex1112,10506326
EPFLMouseMuscleRMA_Ex1112,10506327
EPFLMouseMuscleRMA_Ex1112,10506328
EPFLMouseMuscleRMA_Ex1112,10506329
INIA_Amg_BLA_RMA_F_1110,10506301
EPFLMouseLiverBothExRMA0413,10506302
EPFLMouseLiverBothExRMA0413,10506303
EPFLMouseLiverBothExRMA0413,10506304
EPFLMouseLiverBothExRMA0413,10506305
EPFLMouseLiverBothExRMA0413,10506306
EPFLMouseLiverBothExRMA0413,10506307
EPFLMouseLiverBothExRMA0413,10506308
EPFLMouseLiverBothExRMA0413,10506309
EPFLMouseLiverBothExRMA0413,10506310
EPFLMouseLiverBothExRMA0413,10506311
EPFLMouseLiverBothExRMA0413,10506312
EPFLMouseLiverBothExRMA0413,10506313
EPFLMouseLiverBothExRMA0413,10506314
EPFLMouseLiverBothExRMA0413,10506315
EPFLMouseLiverBothExRMA0413,10506316
EPFLMouseLiverBothExRMA0413,10506317
EPFLMouseLiverBothExRMA0413,10506318
EPFLMouseLiverBothExRMA0413,10506319
EPFLMouseLiverBothExRMA0413,10506321
EPFLMouseLiverBothExRMA0413,10506322
EPFLMouseLiverBothExRMA0413,10506323
EPFLMouseLiverBothExRMA0413,10506324
EPFLMouseLiverBothExRMA0413,10506325
EPFLMouseLiverBothExRMA0413,10506326
EPFLMouseLiverBothExRMA0413,10506327
EPFLMouseLiverBothExRMA0413,10506328
EPFLMouseLiverBothExRMA0413,10506329
EPFLMouseMuscleCDRMAEx1112,10506302
EPFLMouseMuscleCDRMAEx1112,10506303
EPFLMouseMuscleCDRMAEx1112,10506304
EPFLMouseMuscleCDRMAEx1112,10506305
EPFLMouseMuscleCDRMAEx1112,10506306
EPFLMouseMuscleCDRMAEx1112,10506307
EPFLMouseMuscleCDRMAEx1112,10506308
EPFLMouseMuscleCDRMAEx1112,10506309
EPFLMouseMuscleCDRMAEx1112,10506310
EPFLMouseMuscleCDRMAEx1112,10506311
EPFLMouseMuscleCDRMAEx1112,10506312
EPFLMouseMuscleCDRMAEx1112,10506313
EPFLMouseMuscleCDRMAEx1112,10506314
EPFLMouseMuscleCDRMAEx1112,10506315
EPFLMouseMuscleCDRMAEx1112,10506316
EPFLMouseMuscleCDRMAEx1112,10506317
EPFLMouseMuscleCDRMAEx1112,10506318
EPFLMouseMuscleCDRMAEx1112,10506319
EPFLMouseMuscleCDRMAEx1112,10506321
EPFLMouseMuscleCDRMAEx1112,10506322
EPFLMouseMuscleCDRMAEx1112,10506323
EPFLMouseMuscleCDRMAEx1112,10506324
EPFLMouseMuscleCDRMAEx1112,10506325
EPFLMouseMuscleCDRMAEx1112,10506326
EPFLMouseMuscleCDRMAEx1112,10506327
EPFLMouseMuscleCDRMAEx1112,10506328
EPFLMouseMuscleCDRMAEx1112,10506329
INIA_Hyp_PCA_0813_v2,10506301
INIA_Hyp_PCA_0813_v3,10506301
INIA_Hyp_PCA_0813_v4,10506301
EPFLMouseLiverRMA0413,10506301
UCLA_BXD_Femur_0113_RSN,ILM4280129
DBA2J-ONH-1212,1421509_at
EPFLMouseLiverHFDRMA0413,10506301
EPFLMouseLiverCDRMA0413,10506301
UTHSC_GutGL_0414,10506301
UTHSC_GutExL_0414,10506302
UTHSC_GutExL_0414,10506303
UTHSC_GutExL_0414,10506304
UTHSC_GutExL_0414,10506305
UTHSC_GutExL_0414,10506306
UTHSC_GutExL_0414,10506307
UTHSC_GutExL_0414,10506308
UTHSC_GutExL_0414,10506309
UTHSC_GutExL_0414,10506310
UTHSC_GutExL_0414,10506311
UTHSC_GutExL_0414,10506312
UTHSC_GutExL_0414,10506313
UTHSC_GutExL_0414,10506314
UTHSC_GutExL_0414,10506315
UTHSC_GutExL_0414,10506316
UTHSC_GutExL_0414,10506317
UTHSC_GutExL_0414,10506318
UTHSC_GutExL_0414,10506319
UTHSC_GutExL_0414,10506321
UTHSC_GutExL_0414,10506322
UTHSC_GutExL_0414,10506323
UTHSC_GutExL_0414,10506324
UTHSC_GutExL_0414,10506325
UTHSC_GutExL_0414,10506326
UTHSC_GutExL_0414,10506327
UTHSC_GutExL_0414,10506328
UTHSC_GutExL_0414,10506329
UTHSC_SPL_RMAEx_1210,10506302
UTHSC_SPL_RMAEx_1210,10506303
UTHSC_SPL_RMAEx_1210,10506304
UTHSC_SPL_RMAEx_1210,10506305
UTHSC_SPL_RMAEx_1210,10506306
UTHSC_SPL_RMAEx_1210,10506307
UTHSC_SPL_RMAEx_1210,10506308
UTHSC_SPL_RMAEx_1210,10506309
UTHSC_SPL_RMAEx_1210,10506310
UTHSC_SPL_RMAEx_1210,10506311
UTHSC_SPL_RMAEx_1210,10506312
UTHSC_SPL_RMAEx_1210,10506313
UTHSC_SPL_RMAEx_1210,10506314
UTHSC_SPL_RMAEx_1210,10506315
UTHSC_SPL_RMAEx_1210,10506316
UTHSC_SPL_RMAEx_1210,10506317
UTHSC_SPL_RMAEx_1210,10506318
UTHSC_SPL_RMAEx_1210,10506319
UTHSC_SPL_RMAEx_1210,10506321
UTHSC_SPL_RMAEx_1210,10506322
UTHSC_SPL_RMAEx_1210,10506323
UTHSC_SPL_RMAEx_1210,10506324
UTHSC_SPL_RMAEx_1210,10506325
UTHSC_SPL_RMAEx_1210,10506326
UTHSC_SPL_RMAEx_1210,10506327
UTHSC_SPL_RMAEx_1210,10506328
UTHSC_SPL_RMAEx_1210,10506329
UMCG_0907_Pro_ori,ILM4280129
EPFLMouseLiverHFCEx0413,10506302
EPFLMouseLiverHFCEx0413,10506303
EPFLMouseLiverHFCEx0413,10506304
EPFLMouseLiverHFCEx0413,10506305
EPFLMouseLiverHFCEx0413,10506306
EPFLMouseLiverHFCEx0413,10506307
EPFLMouseLiverHFCEx0413,10506308
EPFLMouseLiverHFCEx0413,10506309
EPFLMouseLiverHFCEx0413,10506310
EPFLMouseLiverHFCEx0413,10506311
EPFLMouseLiverHFCEx0413,10506312
EPFLMouseLiverHFCEx0413,10506313
EPFLMouseLiverHFCEx0413,10506314
EPFLMouseLiverHFCEx0413,10506315
EPFLMouseLiverHFCEx0413,10506316
EPFLMouseLiverHFCEx0413,10506317
EPFLMouseLiverHFCEx0413,10506318
EPFLMouseLiverHFCEx0413,10506319
EPFLMouseLiverHFCEx0413,10506321
EPFLMouseLiverHFCEx0413,10506322
EPFLMouseLiverHFCEx0413,10506323
EPFLMouseLiverHFCEx0413,10506324
EPFLMouseLiverHFCEx0413,10506325
EPFLMouseLiverHFCEx0413,10506326
EPFLMouseLiverHFCEx0413,10506327
EPFLMouseLiverHFCEx0413,10506328
EPFLMouseLiverHFCEx0413,10506329
UTHSC_BXD_HArev3_0912,10506301
SUH_Liv_RMAEx_0611,10506302
SUH_Liv_RMAEx_0611,10506303
SUH_Liv_RMAEx_0611,10506304
SUH_Liv_RMAEx_0611,10506305
SUH_Liv_RMAEx_0611,10506306
SUH_Liv_RMAEx_0611,10506307
SUH_Liv_RMAEx_0611,10506308
SUH_Liv_RMAEx_0611,10506309
SUH_Liv_RMAEx_0611,10506310
SUH_Liv_RMAEx_0611,10506311
SUH_Liv_RMAEx_0611,10506312
SUH_Liv_RMAEx_0611,10506313
SUH_Liv_RMAEx_0611,10506314
SUH_Liv_RMAEx_0611,10506315
SUH_Liv_RMAEx_0611,10506316
SUH_Liv_RMAEx_0611,10506317
SUH_Liv_RMAEx_0611,10506318
SUH_Liv_RMAEx_0611,10506319
SUH_Liv_RMAEx_0611,10506321
SUH_Liv_RMAEx_0611,10506322
SUH_Liv_RMAEx_0611,10506323
SUH_Liv_RMAEx_0611,10506324
SUH_Liv_RMAEx_0611,10506325
SUH_Liv_RMAEx_0611,10506326
SUH_Liv_RMAEx_0611,10506327
SUH_Liv_RMAEx_0611,10506328
SUH_Liv_RMAEx_0611,10506329
INIA_AmgCoh_0311,10506301
SUH_Liv_RMA_0611,10506301
UMCG_0907_Eryth,ILM4280129
UMCG_0907_Pro,ILM4280129
UMCG_0907_Myeloid_ori,ILM4280129
UTHSC_SPL_RMA_1210,10506301
